doi,reason
10.1080/13691050600784518,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118x15578436,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11293-015-9457-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/2158244015573352,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/ijpo.12026,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/2329496515579764,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-015-0276-2,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0306624x15581451,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/0886-6708.vv-d-13-00135,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1001/archpedi.160.1.74,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/08870446.2015.1040017,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.rssm.2015.04.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/jphd.12097,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10826-015-0201-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2006.05.027,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.3109/16066359.2015.1036046,PMC parse failed: PMC/EPMC: no JATS <article> found | Springer err: Springer HTTP 429
10.1080/14789949.2015.1037330,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.avb.2015.04.011,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/19485565.2014.929488,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1038/ijo.2014.147,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/sjos.12155,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/cs/cdv012,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1375/twin.9.6.988,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.17220/ijpes.2015.02.001 ,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/juaf.12208,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-015-0280-6,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2006.00238.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/jora.12207,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1541204015585363,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.15288/jsad.2015.76.419,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1017/S0954579415000103,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/01639625.2014.951582,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.ssresearch.2015.05.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1001/archpedi.160.3.270,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0886260515585543,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.adolescence.2015.04.007,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11126-015-9366-2,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
doi:10.1017/nws.2015.16,No PMC: EuropePMC: no PMCID | idconv HTTP 400 | Springer err: Springer HTTP 429
10.1177/2153368715586633,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-015-0301-5,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10519-006-9064-9,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11113-015-9361-1,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.4054/DemRes.2015.32.39,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1002/da.22376,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/cdev.12352,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s11199-006-9138-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0022146515581618,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10508-014-0346-7,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.addbeh.2014.10.029,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-013-0053-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1057/eej.2014.22,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10508-015-0541-1,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10896-015-9744-4,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1037/fsh0000137,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10940-006-9006-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1533-8525.2006.00063.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/13557858.2015.1042431,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.adolescence.2015.05.013,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/ssqu.12173,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/jomf.12208,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s40865-015-0012-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1475-682X.2006.00161.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/dev0000026,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0731121414556544,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.childyouth.2015.04.005,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.ssresearch.2015.06.012,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/10911359.2015.1040907,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.joep.2005.06.017,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/1745-9125.12075,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0306624x13482882,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
http://dx.doi.org/10.1016/j.avb.2015.06.001,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/sf/sov080,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1533-8525.2006.00064.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.sleep.2015.06.014,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/01639625.2014.977117,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/15374416.2015.1046178,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jrp.2015.06.004,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11739-015-1272-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/01639625.2014.977187,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/head.12620,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10464-015-9735-x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/26904586.2021.1918038,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/02732173.2021.1936715,PMC parse failed: PMC/EPMC: no JATS <article> found | Springer err: Springer HTTP 429
10.1123/ssj.2019-0185,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.alcr.2021.100430,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.whi.2021.05.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s11121-021-01261-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/jpepsy/jsj024,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/08862605211015222,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1089/jwh.2020.8980,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s11113-021-09659-2,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2021.114059,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1037/pro0000386,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118x211017612,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/hea0001039,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2105/AJPH.91.4.642,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/19367244062300103,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.chiabu.2021.105066,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10826084.2021.1887249,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jcomdis.2021.106106,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.addbeh.2021.106981,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1093/abm/kaab025,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.3982/ECTA12576,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-021-01440-0,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2004.08.026,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/00918369.2021.1913918,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.pediatrneurol.2021.04.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10826-021-01954-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2105/ajph.2020.306137,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/15564886.2021.1904473,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s00148-021-00839-0,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s11292-021-09464-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1467-8624.2006.00935.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1073/pnas.2020167118,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1002/hec.4273,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/01650254211005567,"PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer request error: HTTPSConnectionPool(host='api.springernature.com', port=443): Read timed out. (read timeout=45)"
10.1016/j.ypmed.2019.01.016,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10566-018-9483-9,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.childyouth.2021.105999,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10940-021-09509-6,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1097/01.olq.0000204545.89516.0a,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11218-021-09625-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118X211004637,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10935-021-00630-7,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/sltb.12753,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10826084.2021.1887244,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2005.12.025,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ypmed.2021.106518,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.4187/respcare.08381,PMC parse failed: PMC/EPMC: no JATS <article> found | Springer err: Springer HTTP 429
10.1111/add.15476,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/19485565.2020.1793659,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0022146521997811,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/2153368721998053,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/0735648X.2021.1890185,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0731121421990061,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/15546128.2021.1892005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.socscimed.2005.11.052,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1542/peds.147.3MA7.653,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10926771.2021.1894292,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0011128721999342,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/VV-D-19-00090,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1353/sof.2006.0077,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.18060/23866,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/07347324.2018.1513311,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/soej.12460,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.euroecorev.2020.103370,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1353/bsr.2020.0010,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2021.102538,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/002214650604700104,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s12103-021-09615-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0192513x20984495,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2020.12.100,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/00380253.2020.1865115,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jcrimjus.2021.101782,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2021.113719,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jebo.2020.07.020,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.chiabu.2021.104962,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2021.113742,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1086/506415,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0886260521989735,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s00127-021-02029-5,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s12103-020-09607-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/15299716.2020.1868036,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/1745-9125.12269,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/S1054-139X(01)00210-5,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0192513X06288123,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/s2215-0366(20)30339-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10826084.2020.1868521,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jcrimjus.2020.101779,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1017/S0007123420000435,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-020-01376-x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0022427819900644,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.childyouth.2020.105869,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/socpro/spaa074,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/1478601X.2020.1860035,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2020.102518,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2020.102520,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jpag.2020.11.005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/1478601X.2020.1867984,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/2329496520978540,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.socscimed.2020.113592,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0962280220981402,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/jae.2806,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/sf/soz066,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1207/s15374424jccp3503_4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.amepre.2020.06.019,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.amepre.2019.05.016,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.annepidem.2019.12.003,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.annepidem.2019.09.010,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/07350015.2017.1394861,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10519-019-09979-2,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.chiabu.2019.104070,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/00380237.2019.1703864,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1931-2393.2006.tb00266.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s40615-019-00692-8,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0962280219884980,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0011128719847457,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1093/aje/kwaa058,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/2332858420915203,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1001/jamapsychiatry.2019.4702,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1353/sof.2006.0135,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.bbi.2020.04.070,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/jssr.12657,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1093/gerona/glaa122,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1097/j.pain.0000000000001732,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1363/psrh.12138,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.ypmed.2020.106176,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.2105/AJPH.2004.054759,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/jssr.12638,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.drugalcdep.2020.108154,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2020.05.035,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2020.05.038,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.healthplace.2020.102380,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1542/peds.2020-0409,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-020-01299-7,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.socscimed.2020.113182,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1540-6237.2006.00388.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1001/jamaneurol.2020.3406,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1097/NNR.0000000000000469,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1089/jwh.2019.8054,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.sleh.2019.12.010,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s40519-020-00888-6,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/003804070607900403,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.socscimed.2019.05.026,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/jcpp.13071,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1038/s41588-018-0309-3,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.dhjo.2018.10.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/jomf.12535,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/ijpo.12498,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0003122419886550,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2019.09.019,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2006.00304.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1089/lgbt.2018.0053,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.2105/AJPH.2019.305002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1159/000500422,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.chiabu.2019.01.005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.drugalcdep.2019.01.021,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2019.05.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/acer.13968,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10995-018-02709-w,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.annepidem.2019.10.003,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1353/dem.2006.0026,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/jmwh.12936,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/10826084.2018.1495737,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/17421772.2019.1626020,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/VV-D-19-00142,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0886260520978178,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.3982/QE944,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
