doi,journal,reason
10.1080/19485565.2014.946590,Biodemography Soc Biol,idconv HTTP 400
10.1177/1099800414564011,Biological research for nursing,idconv HTTP 400
10.1177/1065912914563548,Political Research Quarterly,idconv HTTP 400
10.1177/2153368714546953,Race and Justice,idconv HTTP 400
10.1002/jae.2426,Journal of Applied Econometrics,idconv HTTP 400
10.1007/s10964-006-9101-2,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10964-014-0248-y,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10964-014-0250-4,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s11606-011-1858-7,Journal of General Internal Medicine,idconv HTTP 400
10.1111/jora.12192,Journal of Research on Adolescence,idconv HTTP 400
10.1111/tsq.12075,The Sociological Quarterly,idconv HTTP 400
10.1016/j.healthplace.2014.12.001,Health & Place,idconv HTTP 400
10.1007/s10560-014-0374-0,Child and Adolescent Social Work Journal,idconv HTTP 400
10.1363/47e2515,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1016/S0749-3797(00)00122-7,American Journal of Preventive Medicine,idconv HTTP 400
10.1542/peds.2005-2452,Pediatrics,idconv HTTP 400
10.1007/s00181-014-0897-4,Empirical Economics,idconv HTTP 400
10.1016/j.drugalcdep.2015.01.002,Drug and Alcohol Dependence,idconv HTTP 400
10.1016/j.jpag.2015.01.004,Journal of Pediatric and Adolescent Gynecology,idconv HTTP 400
10.1016/j.ehb.2013.12.004,Economics and Human Biology,idconv HTTP 400
10.1111/jmft.12111,Journal of Marital and Family Therapy,idconv HTTP 400
10.1097/olq.0000000000000230,Sexually Transmitted Diseases,idconv HTTP 400
10.1080/08964289.2014.987718,Behavioral Medicine,idconv HTTP 400
10.1111/obr.12245,Obesity Reviews,idconv HTTP 400
10.1542/peds.2005-0058,Pediatrics,idconv HTTP 400
10.1007/s11150-014-9272-7,Review of Economics of the Household,idconv HTTP 400
10.1086/679393,American Journal of Education,idconv HTTP 400
10.1177/2156869314564399,Society and Mental Health,idconv HTTP 400
10.1111/jomf.12155,Journal of Marriage and Family,idconv HTTP 400
http://dx.doi.org/10.1016/j.jadohealth.2014.10.006,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.jadohealth.2014.09.017,Journal of Adolescent Health,idconv HTTP 400
10.1111/iere.12101,International Economic Review,idconv HTTP 400
10.1016/j.healthplace.2014.12.010,Health & Place,idconv HTTP 400
10.1002/jcop.21669,Journal of Community Psychology,idconv HTTP 400
10.1097/dbp.0000000000000125,Journal of Developmental and Behavioral Pediatrics,idconv HTTP 400
10.1080/01488376.2014.987941,Journal of Social Service Research,idconv HTTP 400
10.1177/000312240607100303,American Sociological Review,idconv HTTP 400
10.1080/1478601X.2014.1000003,Criminal Justice Studies,idconv HTTP 400
10.1007/s10995-015-1668-3,Maternal and Child Health Journal,idconv HTTP 400
10.1016/j.jadohealth.2014.12.005,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.socnet.2014.12.004,Social Networks,idconv HTTP 400
10.1111/j.1746-1561.2006.00078.x,Journal of School Health,idconv HTTP 400
10.1080/01639625.2014.944069,Deviant Behavior,idconv HTTP 400
10.1007/s12103-015-9288-4,American Journal of Criminal Justice,idconv HTTP 400
http://dx.doi.org/10.1016/j.jebo.2014.03.025,Journal of Economic Behavior & Organization,idconv HTTP 400
10.1016/j.jpeds.2014.12.059,The Journal of Pediatrics,idconv HTTP 400
10.1177/1043463114546316,Rationality and Society,idconv HTTP 400
10.1257/000282806777212198,American Economic Review,idconv HTTP 400
"10.1037/a0038656
10.1037/a0038656.supp (Supplemental)",Psychology of Violence,idconv HTTP 400
10.1016/j.psychres.2015.01.025,Psychiatry Research,idconv HTTP 400
http://dx.doi.org/10.1016/j.jadohealth.2014.12.009,Journal of Adolescent Health,idconv HTTP 400
http://dx.doi.org/10.1016/j.paid.2015.01.014,Personality and Individual Differences,idconv HTTP 400
10.1111/j.1532-7795.2006.00124.x,Journal of Research on Adolescence,idconv HTTP 400
10.1177/019027250606900305,Social Psychology Quarterly,idconv HTTP 400
10.1177/152822X06289161,Field Methods,idconv HTTP 400
10.1016/S0167-6296(01)00091-1,Journal of Health Economics,idconv HTTP 400
10.1521/suli.2006.36.4.396,Suicide and Life-Threatening Behavior,idconv HTTP 400
10.1375/twin.9.1.113,Twin Research and Human Genetics,idconv HTTP 400
10.1177/0093854814563068,Criminal Justice and Behavior,idconv HTTP 400
http://dx.doi.org/10.1016/j.epidem.2015.02.003,Epidemics,idconv HTTP 400
10.1007/s10964-015-0254-8,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10995-015-1691-4,Maternal and Child Health Journal,idconv HTTP 400
10.1002/humu.20282,Human Mutation,idconv HTTP 400
10.1111/jomf.12181,Journal of Marriage and Family,idconv HTTP 400
10.1111/joop.12107,Journal of Occupational and Organizational Psychology,idconv HTTP 400
10.1891/0886-6708.VV-D-13-00123,Violence and Victims,idconv HTTP 400
10.1353/bsr.2014.0008,Journal of Black Sexuality and Relationships,idconv HTTP 400
10.1007/s11920-015-0554-4,Current Psychiatry Reports,idconv HTTP 400
10.1080/1478601X.2015.1004915,Criminal Justice Studies,idconv HTTP 400
10.1177/0022146514568349,Journal of health and social behavior,idconv HTTP 400
http://dx.doi.org/10.1016/j.contraception.2015.02.009,Contraception,idconv HTTP 400
10.1016/j.adolescence.2015.01.008,Journal of Adolescence,idconv HTTP 400
10.2105/AJPH.2014.302374,American journal of public health,idconv HTTP 400
10.1111/j.1540-6237.2006.00411.x,Social Science Quarterly,idconv HTTP 400
10.1007/s10519-015-9713-y,Behavior Genetics,idconv HTTP 400
10.1080/02732173.2014.1000555,Sociological Spectrum,idconv HTTP 400
10.1161/hypertensionaha.114.03586,Hypertension,idconv HTTP 400
10.1177/0022146514568350,Journal of health and social behavior,idconv HTTP 400
10.1007/s10899-015-9532-3,J Gambl Stud,idconv HTTP 400
10.1177/0022146514568793,Journal of Health and Social Behavior,idconv HTTP 400
10.1177/2167702614563598,Clinical Psychological Science,idconv HTTP 400
10.2307/3649112,Social Psychology Quarterly,idconv HTTP 400
http://dx.doi.org/10.1016/j.whi.2014.12.001,Women's Health Issues,idconv HTTP 400
10.1177/0739986305284126,Hispanic Journal of Behavioral Sciences,idconv HTTP 400
http://dx.doi.org/10.1016/j.paid.2015.01.054,Personality and Individual Differences,idconv HTTP 400
http://dx.doi.org/10.1016/j.ssresearch.2015.02.006,Social Science Research,idconv HTTP 400
10.1177/2156869315573632,Society and Mental Health,idconv HTTP 400
10.1086/679190,American Journal of Sociology,idconv HTTP 400
10.1037/a0033564,Psychological Bulletin,idconv HTTP 400
10.7287/peerj.preprints.877v1,PeerJ PrePrints,idconv HTTP 400
10.1177/0956797614566319,Psychological science,idconv HTTP 400
10.1080/19317611.2015.1014954,International Journal of Sexual Health,idconv HTTP 400
10.1353/dem.2006.0029,Demography,idconv HTTP 400
http://dx.doi.org/10.1016/j.ssresearch.2015.02.011,Social Science Research,idconv HTTP 400
10.1080/10911359.2014.966219,Journal of Human Behavior in the Social Environment,idconv HTTP 400
10.1177/0001839215576401,Administrative Science Quarterly,idconv HTTP 400
10.1177/0011128714542504,Crime & Delinquency,idconv HTTP 400
10.1080/07350015.2014.907093,Journal of Business & Economic Statistics,idconv HTTP 400
10.1080/08897077.2014.997911,Substance Abuse,idconv HTTP 400
10.1162/REST_a_00423,Review of Economics and Statistics,idconv HTTP 400
10.1521/suli.2006.36.4.386,Suicide and Life-Threatening Behavior,idconv HTTP 400
10.1111/jora.12201,Journal of Research on Adolescence,idconv HTTP 400
http://dx.doi.org/10.15288%2Fjsad.2015.76.267,Journal of studies on alcohol and drugs,idconv HTTP 400
10.1363/475157_6,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
http://dx.doi.org/10.1016/j.drugalcdep.2015.03.008,Drug and Alcohol Dependence,idconv HTTP 400
10.1186/s12889-015-1594-8,BMC Public Health,idconv HTTP 400
10.1086/679496,Journal of Political Economy,idconv HTTP 400
10.1007/s10903-014-0065-0,Journal of immigrant and minority health,idconv HTTP 400
10.1136/jech.2005.045658,Journal of Epidemiology and Community Health,idconv HTTP 400
10.1037/hea0000208,Health Psychology,idconv HTTP 400
10.1007/s11524-015-9952-5,Journal of urban health,idconv HTTP 400
10.1002/eat.22395,International Journal of Eating Disorders,idconv HTTP 400
10.1177/1541204014523797,Youth Violence and Juvenile Justice,idconv HTTP 400
http://dx.doi.org/10.1016/j.jhealeco.2015.03.005,Journal of Health Economics,idconv HTTP 400
10.1001/archpedi.160.4.383,Archives of Pediatrics & Adolescent Medicine,idconv HTTP 400
10.1177/0886260515576970,Journal of interpersonal violence,idconv HTTP 400
10.3961/jpmph.14.053,Journal of Preventive Medicine and Public Health,idconv HTTP 400
10.1016/j.healthplace.2015.01.001,Health & Place,idconv HTTP 400
http://dx.doi.org/10.1016/j.ypmed.2015.03.022,Preventive Medicine,idconv HTTP 400
10.1037/a0038672,Developmental Psychology,idconv HTTP 400
10.1067/mpd.2001.118569,Journal of Pediatrics,idconv HTTP 400
10.1007/s10611-006-9047-z,"Crime, Law, and Social Change",idconv HTTP 400
http://dx.doi.org/10.1016/j.ssresearch.2015.03.004,Social Science Research,idconv HTTP 400
10.1007/s10964-015-0275-3,Journal of youth and adolescence,idconv HTTP 400
10.3102/0034654315577680,Review of Educational Research,idconv HTTP 400
10.1207/s15427617rhd0301_5,Research in Human Development,idconv HTTP 400
10.1111/j.1741-3737.2006.00326.x,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.jadohealth.2006.08.005,Journal of Adolescent Health,idconv HTTP 400
10.1111/1745-9125.12069,Criminology,idconv HTTP 400
10.1007/s10519-014-9703-5,Behavior genetics,idconv HTTP 400
10.1177/0886260515579506,Journal of Interpersonal Violence,idconv HTTP 400
10.1002/jcop.21692,Journal of Community Psychology,idconv HTTP 400
10.1007/s10508-015-0515-3,Archives of sexual behavior,idconv HTTP 400
10.1080/13691050600784518,"Culture, Health and Sexuality",idconv HTTP 400
10.1177/0044118x15578436,Youth & Society,idconv HTTP 400
10.1007/s11293-015-9457-3,Atlantic Economic Journal,idconv HTTP 400
10.1177/2158244015573352,SAGE Open,idconv HTTP 400
10.1111/ijpo.12026,Pediatric Obesity,idconv HTTP 400
10.1177/2329496515579764,Social Currents,idconv HTTP 400
10.1007/s10964-015-0276-2,Journal of Youth and Adolescence,idconv HTTP 400
10.1177/0306624x15581451,International journal of offender therapy and comparative criminology,idconv HTTP 400
10.1891/0886-6708.vv-d-13-00135,Violence and Victims,idconv HTTP 400
10.1001/archpedi.160.1.74,Archives of Pediatrics and Adolescent Medicine,idconv HTTP 400
10.1080/08870446.2015.1040017,Psychology & health,idconv HTTP 400
http://dx.doi.org/10.1016/j.rssm.2015.04.004,Research in Social Stratification and Mobility,idconv HTTP 400
10.1111/jphd.12097,Journal of Public Health Dentistry,idconv HTTP 400
10.1007/s10826-015-0201-z,Journal of Child and Family Studies,idconv HTTP 400
http://dx.doi.org/10.1016/j.pmedr.2015.04.016,Preventive Medicine Reports,idconv HTTP 400
10.1016/j.socscimed.2006.05.027,Social Science and Medicine,idconv HTTP 400
10.3109/16066359.2015.1036046,Addiction Research & Theory,idconv HTTP 400
10.1080/14789949.2015.1037330,The Journal of Forensic Psychiatry & Psychology,idconv HTTP 400
http://dx.doi.org/10.1016/j.avb.2015.04.011,Aggression and Violent Behavior,idconv HTTP 400
10.1080/19485565.2014.929488,Biodemography and Social Biology,idconv HTTP 400
10.1038/ijo.2014.147,International Journal of Obesity,idconv HTTP 400
10.5888/pcd12.140434,Preventing chronic disease,idconv HTTP 400
10.5888/pcd12.140469,Preventing chronic disease,idconv HTTP 400
10.1111/sjos.12155,Scandinavian Journal of Statistics,idconv HTTP 400
10.1093/cs/cdv012,Children & Schools,idconv HTTP 400
10.1375/twin.9.6.988,Twin Research and Human Genetics,idconv HTTP 400
10.17220/ijpes.2015.02.001 ,International Journal of Psychology and Educational Studies,idconv HTTP 400
10.1111/juaf.12208,Journal of Urban Affairs,idconv HTTP 400
10.1007/s10964-015-0280-6,Journal of youth and adolescence,idconv HTTP 400
10.1111/j.1741-3737.2006.00238.x,Journal of Marriage and Family,idconv HTTP 400
10.1186/s40064-015-1008-5,SpringerPlus,idconv HTTP 400
10.1111/jora.12207,Journal of Research on Adolescence,idconv HTTP 400
10.1177/1541204015585363,Youth Violence and Juvenile Justice,idconv HTTP 400
10.15288/jsad.2015.76.419,Journal of studies on alcohol and drugs,idconv HTTP 400
10.1017/S0954579415000103,Development and Psychopathology,idconv HTTP 400
10.1080/01639625.2014.951582,Deviant Behavior,idconv HTTP 400
http://dx.doi.org/10.1016/j.ssresearch.2015.05.004,Social Science Research,idconv HTTP 400
10.1001/archpedi.160.3.270,Archives of Pediatrics and Adolescent Medicine,idconv HTTP 400
10.1177/0886260515585543,Journal of interpersonal violence,idconv HTTP 400
http://dx.doi.org/10.1016/j.adolescence.2015.04.007,Journal of Adolescence,idconv HTTP 400
10.1007/s11126-015-9366-2,Psychiatric Quarterly,idconv HTTP 400
doi:10.1017/nws.2015.16,Network Science,idconv HTTP 400
10.1177/2153368715586633,Race and Justice,idconv HTTP 400
10.1007/s10964-015-0301-5,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10519-006-9064-9,Behavior Genetics,idconv HTTP 400
10.1007/s11113-015-9361-1,Population Research and Policy Review,idconv HTTP 400
10.4054/DemRes.2015.32.39,Demographic Research,idconv HTTP 400
10.1002/da.22376,Depression and Anxiety,idconv HTTP 400
10.1111/cdev.12352,Child Development,idconv HTTP 400
10.1177/2332858415587910,AERA Open,idconv HTTP 400
10.1007/s11199-006-9138-4,Sex Roles,idconv HTTP 400
10.1177/0022146515581618,Journal of health and social behavior,idconv HTTP 400
10.1007/s10508-014-0346-7,Archives of sexual behavior,idconv HTTP 400
10.1016/j.addbeh.2014.10.029,Addictive behaviors,idconv HTTP 400
10.1007/s10964-013-0053-z,Journal of youth and adolescence,idconv HTTP 400
10.1057/eej.2014.22,Eastern Economic Journal,idconv HTTP 400
10.1007/s10508-015-0541-1,Archives of sexual behavior,idconv HTTP 400
10.1007/s10896-015-9744-4,Journal of Family Violence,idconv HTTP 400
10.1037/fsh0000137,"Families, systems & health",idconv HTTP 400
10.3390/ijerph120100385,International journal of environmental research and public health,idconv HTTP 400
10.1007/s10940-006-9006-y,Journal of Quantitative Criminology,idconv HTTP 400
10.1111/j.1533-8525.2006.00063.x,Sociological Quarterly,idconv HTTP 400
10.1080/13557858.2015.1042431,Ethnicity & health,idconv HTTP 400
10.1016/j.adolescence.2015.05.013,Journal of Adolescence,idconv HTTP 400
10.1111/ssqu.12173,Social Science Quarterly,idconv HTTP 400
10.1111/jomf.12208,Journal of Marriage and Family,idconv HTTP 400
10.1007/s40865-015-0012-3,Journal of Developmental and Life-Course Criminology,idconv HTTP 400
10.1111/j.1475-682X.2006.00161.x,Sociological Inquiry,idconv HTTP 400
10.1037/dev0000026,Developmental psychology,idconv HTTP 400
10.1177/0731121414556544,Sociological Perspectives,idconv HTTP 400
10.1016/j.childyouth.2015.04.005,Children and Youth Services Review,idconv HTTP 400
http://dx.doi.org/10.1016/j.ssresearch.2015.06.012,Social Science Research,idconv HTTP 400
10.1080/10911359.2015.1040907,Journal of Human Behavior in the Social Environment,idconv HTTP 400
10.1016/j.joep.2005.06.017,Journal of Economic Psychology,idconv HTTP 400
10.1111/1745-9125.12075,Criminology,idconv HTTP 400
10.1177/0306624x13482882,International journal of offender therapy and comparative criminology,idconv HTTP 400
http://dx.doi.org/10.1016/j.avb.2015.06.001,Aggression and Violent Behavior,idconv HTTP 400
10.1093/sf/sov080,Social Forces,idconv HTTP 400
10.1111/j.1533-8525.2006.00064.x,Sociological Quarterly,idconv HTTP 400
10.1016/j.sleep.2015.06.014,Sleep Medicine,idconv HTTP 400
10.1080/01639625.2014.977117,Deviant Behavior,idconv HTTP 400
10.1080/15374416.2015.1046178,Journal of Clinical Child & Adolescent Psychology,idconv HTTP 400
10.1016/j.jrp.2015.06.004,Journal of Research in Personality,idconv HTTP 400
10.1007/s11739-015-1272-y,Internal and Emergency Medicine,idconv HTTP 400
10.1080/01639625.2014.977187,Deviant Behavior,idconv HTTP 400
10.1111/head.12620,Headache: The Journal of Head and Face Pain,idconv HTTP 400
10.1007/s10464-015-9735-x,American journal of community psychology,idconv HTTP 400
10.1080/26904586.2021.1918038,"Journal of Family Trauma, Child Custody & Child Development",idconv HTTP 400
10.1080/02732173.2021.1936715,Sociological Spectrum,idconv HTTP 400
10.1123/ssj.2019-0185,Sociology of Sport Journal,idconv HTTP 400
10.1016/j.alcr.2021.100430,Advances in Life Course Research,idconv HTTP 400
10.1016/j.whi.2021.05.001,Women's Health Issues,idconv HTTP 400
10.1007/s11121-021-01261-4,Prevention Science,idconv HTTP 400
10.1093/jpepsy/jsj024,Journal of Pediatric Psychology,idconv HTTP 400
10.1177/08862605211015222,Journal of Interpersonal Violence,idconv HTTP 400
"10.1038/ijo.2015.143
10.1038/ijo.2015.143.",International Journal of Obesity,idconv HTTP 400
10.1089/jwh.2020.8980,Journal of Women's Health,idconv HTTP 400
10.1007/s11113-021-09659-2,Population Research and Policy Review,idconv HTTP 400
10.1016/j.socscimed.2021.114059,Social Science & Medicine,idconv HTTP 400
10.1037/pro0000386,Professional Psychology: Research and Practice,idconv HTTP 400
10.1177/0044118x211017612,Youth & Society,idconv HTTP 400
10.1037/hea0001039,Health Psychology,idconv HTTP 400
10.2105/AJPH.91.4.642,American Journal of Public Health,idconv HTTP 400
10.1177/19367244062300103,Journal of Applied Sociology,idconv HTTP 400
10.1016/j.chiabu.2021.105066,Child Abuse and Neglect,idconv HTTP 400
10.1080/10826084.2021.1887249,Substance Use and Misuse,idconv HTTP 400
10.1016/j.jcomdis.2021.106106,Journal of Communication Disorders,idconv HTTP 400
10.1016/j.addbeh.2021.106981,Addictive Behaviors,idconv HTTP 400
10.1093/abm/kaab025,Ann Behav Med,idconv HTTP 400
10.3982/ECTA12576,Econometrica,idconv HTTP 400
10.1007/s10964-021-01440-0,Journal of Youth and Adolescence,idconv HTTP 400
10.1016/j.jadohealth.2004.08.026,Journal of Adolescent Health,idconv HTTP 400
10.1080/00918369.2021.1913918,J Homosex,idconv HTTP 400
10.1016/j.pediatrneurol.2021.04.004,Pediatric Neurology,idconv HTTP 400
10.1007/s10826-021-01954-y,Journal of Child and Family Studies,idconv HTTP 400
10.2105/ajph.2020.306137,American Journal of Public Health,idconv HTTP 400
10.1080/15564886.2021.1904473,Victims & Offenders,idconv HTTP 400
10.1007/s00148-021-00839-0,Journal of Population Economics,idconv HTTP 400
10.1007/s11292-021-09464-z,Journal of Experimental Criminology,idconv HTTP 400
10.1111/j.1467-8624.2006.00935.x,Child Development,idconv HTTP 400
10.1073/pnas.2020167118,Proceedings of the National Academy of Sciences,idconv HTTP 400
10.1002/hec.4273,Health Econ,idconv HTTP 400
10.1177/01650254211005567,International Journal of Behavioral Development,idconv HTTP 400
10.1016/j.ypmed.2019.01.016,Preventive Medicine,idconv HTTP 400
10.1007/s10566-018-9483-9,Child & Youth Care Forum,idconv HTTP 400
10.1016/j.childyouth.2021.105999,Children and Youth Services Review,idconv HTTP 400
10.1007/s10940-021-09509-6,Journal of Quantitative Criminology,idconv HTTP 400
10.1097/01.olq.0000204545.89516.0a,Sexually Transmitted Diseases,idconv HTTP 400
10.1007/s11218-021-09625-y,Social Psychology of Education,idconv HTTP 400
10.1177/0044118X211004637,Youth & Society,idconv HTTP 400
10.1007/s10935-021-00630-7,J Prim Prev,idconv HTTP 400
10.1111/sltb.12753,Suicide and Life-Threatening Behavior,idconv HTTP 400
10.1080/10826084.2021.1887244,Substance Use and Misuse,idconv HTTP 400
10.1016/j.jadohealth.2005.12.025,Journal of Adolescent Health,idconv HTTP 400
"10.1016/j.ypmed.2021.106518
10.1016/j.ypmed.2021.106518",Prev Med,idconv HTTP 400
10.4187/respcare.08381,Respir Care,idconv HTTP 400
10.1111/add.15476,Addiction,idconv HTTP 400
10.1080/19485565.2020.1793659,Biodemography and Social Biology,idconv HTTP 400
10.1177/0022146521997811,Journal of Health and Social Behavior,idconv HTTP 400
10.1177/2153368721998053,Race and Justice,idconv HTTP 400
10.1080/0735648X.2021.1890185,Journal of Crime and Justice,idconv HTTP 400
10.1177/0731121421990061,Sociological Perspectives,idconv HTTP 400
10.1080/15546128.2021.1892005,American Journal of Sexuality Education,idconv HTTP 400
10.1016/j.socscimed.2005.11.052,Social Science and Medicine,idconv HTTP 400
10.1542/peds.147.3MA7.653,Pediatrics,idconv HTTP 400
10.1080/10926771.2021.1894292,"Journal of Aggression, Maltreatment & Trauma",idconv HTTP 400
10.1177/0011128721999342,Crime & Delinquency,idconv HTTP 400
10.1017/s0033291721000465,Psychol Med,idconv HTTP 400
10.1891/VV-D-19-00090,Violence Vict,idconv HTTP 400
10.1353/sof.2006.0077,Social Forces,idconv HTTP 400
10.18060/23866,Advances in Social Work,idconv HTTP 400
10.1080/07347324.2018.1513311,Alcoholism Treatment Quarterly,idconv HTTP 400
10.1002/soej.12460,Southern Economic Journal,idconv HTTP 400
10.1016/j.euroecorev.2020.103370,European Economic Review,idconv HTTP 400
10.1353/bsr.2020.0010,Journal of Black Sexuality and Relationships,idconv HTTP 400
10.1016/j.ssresearch.2021.102538,Social Science Research,idconv HTTP 400
10.1177/002214650604700104,Journal of Health and Social Behavior,idconv HTTP 400
10.1007/s12103-021-09615-y,American Journal of Criminal Justice,idconv HTTP 400
10.1177/0192513x20984495,Journal of Family Issues,idconv HTTP 400
10.1016/j.jadohealth.2020.12.100,Journal of Adolescent Health,idconv HTTP 400
10.1080/00380253.2020.1865115,The Sociological Quarterly,idconv HTTP 400
10.1016/j.jcrimjus.2021.101782,Journal of Criminal Justice,idconv HTTP 400
10.1016/j.socscimed.2021.113719,Soc Sci Med,idconv HTTP 400
10.1016/j.jebo.2020.07.020,Journal of Economic Behavior & Organization,idconv HTTP 400
10.1016/j.chiabu.2021.104962,Child Abuse & Neglect,idconv HTTP 400
10.1016/j.socscimed.2021.113742,Social Science & Medicine,idconv HTTP 400
10.1086/506415,American Journal of Sociology,idconv HTTP 400
10.1177/0886260521989735,Journal of Interpersonal Violence,idconv HTTP 400
10.1007/s00127-021-02029-5,Social Psychiatry and Psychiatric Epidemiology,idconv HTTP 400
10.1007/s12103-020-09607-4,American Journal of Criminal Justice,idconv HTTP 400
10.1080/15299716.2020.1868036,Journal of Bisexuality,idconv HTTP 400
10.1111/1745-9125.12269,Criminology,idconv HTTP 400
10.1016/S1054-139X(01)00210-5,Journal of Adolescent Health,idconv HTTP 400
10.1177/0192513X06288123,Journal of Family Issues,idconv HTTP 400
10.1016/s2215-0366(20)30339-4,Lancet Psychiatry,idconv HTTP 400
10.1080/10826084.2020.1868521,Substance Use & Misuse,idconv HTTP 400
10.1016/j.jcrimjus.2020.101779,Journal of Criminal Justice,idconv HTTP 400
10.1017/S0007123420000435,British Journal of Political Science,idconv HTTP 400
10.1007/s10964-020-01376-x,Journal of Youth and Adolescence,idconv HTTP 400
10.1177/0022427819900644,Journal of Research in Crime and Delinquency,idconv HTTP 400
10.1016/j.childyouth.2020.105869,Children and Youth Services Review,idconv HTTP 400
10.1093/socpro/spaa074,Social Problems,idconv HTTP 400
10.1080/1478601X.2020.1860035,Criminal Justice Studies,idconv HTTP 400
10.1016/j.ssresearch.2020.102518,Social Science Research,idconv HTTP 400
10.1016/j.ssresearch.2020.102520,Social Science Research,idconv HTTP 400
10.1016/j.jpag.2020.11.005,J Pediatr Adolesc Gynecol,idconv HTTP 400
10.1080/1478601X.2020.1867984,Criminal Justice Studies,idconv HTTP 400
10.1177/2329496520978540,Social Currents,idconv HTTP 400
10.1016/j.socscimed.2020.113592,Social Science & Medicine,idconv HTTP 400
10.1177/0962280220981402,Statistical Methods in Medical Research,idconv HTTP 400
10.1002/jae.2806,Journal of Applied Econometrics,idconv HTTP 400
10.1093/sf/soz066,Social Forces,idconv HTTP 400
10.1207/s15374424jccp3503_4,Journal of Clinical Child and Adolescent Psychology,idconv HTTP 400
10.1016/j.amepre.2020.06.019,American Journal of Preventive Medicine,idconv HTTP 400
10.1016/j.amepre.2019.05.016,American Journal of Preventive Medicine,idconv HTTP 400
10.1016/j.annepidem.2019.12.003,Annals of Epidemiology,idconv HTTP 400
10.1016/j.annepidem.2019.09.010,Annals of Epidemiology,idconv HTTP 400
10.1080/07350015.2017.1394861,Journal of Business & Economic Statistics,idconv HTTP 400
10.1007/s10519-019-09979-2,Behavior Genetics,idconv HTTP 400
10.1016/j.chiabu.2019.104070,Child Abuse & Neglect,idconv HTTP 400
10.1080/00380237.2019.1703864,Sociological Focus,idconv HTTP 400
10.1111/j.1931-2393.2006.tb00266.x,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1007/s40615-019-00692-8,Journal of Racial and Ethnic Health Disparities,idconv HTTP 400
10.1177/0962280219884980,Statistical Methods in Medical Research,idconv HTTP 400
10.1177/0011128719847457,Crime & Delinquency,idconv HTTP 400
10.1093/aje/kwaa058,American Journal of Epidemiology,idconv HTTP 400
10.1177/2332858420915203,AERA Open,idconv HTTP 400
10.1001/jamapsychiatry.2019.4702,JAMA Psychiatry,idconv HTTP 400
10.1353/sof.2006.0135,Social Forces,idconv HTTP 400
10.1016/j.bbi.2020.04.070,"Brain, Behavior, and Immunity",idconv HTTP 400
10.1111/jssr.12657,Journal for the Scientific Study of Religion,idconv HTTP 400
10.1161/JAHA.119.015698,Journal of the American Heart Association,idconv HTTP 400
10.1093/gerona/glaa122,The Journals of Gerontology: Series A,idconv HTTP 400
10.1097/j.pain.0000000000001732,PAIN,idconv HTTP 400
10.1363/psrh.12138,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1016/j.ypmed.2020.106176,Preventive Medicine,idconv HTTP 400
10.2105/AJPH.2004.054759,American Journal of Public Health,idconv HTTP 400
10.1111/jssr.12638,Journal for the Scientific Study of Religion,idconv HTTP 400
10.1016/j.drugalcdep.2020.108154,Drug and Alcohol Dependence,idconv HTTP 400
10.1016/j.jadohealth.2020.05.035,J Adolesc Health,idconv HTTP 400
10.1016/j.jadohealth.2020.05.038,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.healthplace.2020.102380,Health & Place,idconv HTTP 400
10.1542/peds.2020-0409,Pediatrics,idconv HTTP 400
10.1007/s10964-020-01299-7,Journal of Youth and Adolescence,idconv HTTP 400
10.1016/j.socscimed.2020.113182,Social Science & Medicine,idconv HTTP 400
10.1111/j.1540-6237.2006.00388.x,Social Science Quarterly,idconv HTTP 400
10.1001/jamaneurol.2020.3406,JAMA Neurology,idconv HTTP 400
10.1097/NNR.0000000000000469,Nursing Research,idconv HTTP 400
10.1089/jwh.2019.8054,Journal of Women's Health,idconv HTTP 400
10.1016/j.sleh.2019.12.010,Sleep Health,idconv HTTP 400
10.1007/s40519-020-00888-6,Eating and Weight Disorders,idconv HTTP 400
10.2147/HIV.S189482,HIV AIDS-research and Pallative Care,idconv HTTP 400
10.1177/003804070607900403,Sociology of Education,idconv HTTP 400
10.1016/j.socscimed.2019.05.026,Social Science & Medicine,idconv HTTP 400
10.1111/jcpp.13071,Journal of Child Psychology and Psychiatry,idconv HTTP 400
10.1038/s41588-018-0309-3,Nature Genetics,idconv HTTP 400
10.1016/j.dhjo.2018.10.004,Disability and Health Journal,idconv HTTP 400
10.1111/jomf.12535,Journal of Marriage and Family,idconv HTTP 400
10.1111/ijpo.12498,Pediatric Obesity,idconv HTTP 400
10.1177/0003122419886550,American Sociological Review,idconv HTTP 400
10.1016/j.jadohealth.2019.09.019,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.ssmph.2018.100344,SSM - Population Health,idconv HTTP 400
